model,env,item_id,lp__abstract__failed,lp__abstract__gold,lp__abstract_min__failed,lp__abstract_min__gold,lp__fail__distractor0,lp__fail__distractor1,lp__fail__failed,lp__fail__gold,lp__fail_early__failed,lp__fail_early__gold,lp__fail_echo__failed,lp__fail_echo__gold,lp__fail_instr__failed,lp__fail_instr__gold,lp__fail_k2__failed,lp__fail_k2__gold,lp__fail_k3__failed,lp__fail_k3__gold,lp__fail_other__failed,lp__fail_other__gold,lp__fail_terse__failed,lp__fail_terse__gold,lp__fail_verbose__failed,lp__fail_verbose__gold,lp__neut__failed,lp__neut__gold,lp__neut_pad__failed,lp__neut_pad__gold,lp__pre__distractor0,lp__pre__distractor1,lp__pre__failed,lp__pre__gold,lp__succ__failed,lp__succ__gold,greedy__abstract__failed,greedy__abstract__gold,greedy__abstract_min__failed,greedy__abstract_min__gold,greedy__fail__distractor0,greedy__fail__distractor1,greedy__fail__failed,greedy__fail__gold,greedy__fail_early__failed,greedy__fail_early__gold,greedy__fail_echo__failed,greedy__fail_echo__gold,greedy__fail_instr__failed,greedy__fail_instr__gold,greedy__fail_k2__failed,greedy__fail_k2__gold,greedy__fail_k3__failed,greedy__fail_k3__gold,greedy__fail_other__failed,greedy__fail_other__gold,greedy__fail_terse__failed,greedy__fail_terse__gold,greedy__fail_verbose__failed,greedy__fail_verbose__gold,greedy__neut__failed,greedy__neut__gold,greedy__neut_pad__failed,greedy__neut_pad__gold,greedy__pre__distractor0,greedy__pre__distractor1,greedy__pre__failed,greedy__pre__gold,greedy__succ__failed,greedy__succ__gold,ntok__abstract__failed,ntok__abstract__gold,ntok__abstract_min__failed,ntok__abstract_min__gold,ntok__fail__distractor0,ntok__fail__distractor1,ntok__fail__failed,ntok__fail__gold,ntok__fail_early__failed,ntok__fail_early__gold,ntok__fail_echo__failed,ntok__fail_echo__gold,ntok__fail_instr__failed,ntok__fail_instr__gold,ntok__fail_k2__failed,ntok__fail_k2__gold,ntok__fail_k3__failed,ntok__fail_k3__gold,ntok__fail_other__failed,ntok__fail_other__gold,ntok__fail_terse__failed,ntok__fail_terse__gold,ntok__fail_verbose__failed,ntok__fail_verbose__gold,ntok__neut__failed,ntok__neut__gold,ntok__neut_pad__failed,ntok__neut_pad__gold,ntok__pre__distractor0,ntok__pre__distractor1,ntok__pre__failed,ntok__pre__gold,ntok__succ__failed,ntok__succ__gold,ctx__abstract,ctx__abstract_min,ctx__fail,ctx__fail_early,ctx__fail_echo,ctx__fail_instr,ctx__fail_k2,ctx__fail_k3,ctx__fail_other,ctx__fail_terse,ctx__fail_verbose,ctx__neut,ctx__neut_pad,ctx__pre,ctx__succ,G,G_pad,copy,sem,copy_pad,sem_pad,polarity,G_abstract,delta_abstract,repair,repair_abstract,margin_pre,margin_fail,margin_abstract,margin_shift,G_fail_echo,delta_fail_echo,G_fail_terse,delta_fail_terse,G_fail_verbose,delta_fail_verbose,G_fail_instr,delta_fail_instr,G_fail_k2,delta_fail_k2,G_fail_k3,delta_fail_k3,G_fail_early,delta_fail_early,G_fail_other,delta_fail_other,G_abstract_min,delta_abstract_min,copy_succ,sem_succ,G_per_token,copy_per_token,sem_per_token,G_negative,p_repeat_pre,p_repeat_fail,p_repeat_abstract,p_repeat_neut,p_repeat_succ,p_repeat_shift,greedy_repeat_pre,greedy_repeat_fail,greedy_repeat_abstract
smollm2-135m,coderepair,mbpp-0127-undefined_name-1,-56.61423587799072,-42.08968448638916,,,-16.63196039199829,-20.216237545013428,-6.814904034137726,-13.32949686050415,,,,,,,,,,,,,,,,,-2.7897311449050903,-8.140147089958191,,,-33.70122671127319,-44.25912809371948,-54.50812101364136,-38.55072736740112,-1.9078903198242188,-7.203614950180054,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,True,False,,,False,False,False,False,True,False,69.0,67.0,,,54.0,67.0,69.0,67.0,,,,,,,,,,,,,,,,,69.0,67.0,,,54.0,67.0,69.0,67.0,69.0,67.0,163.0,,308.0,,,,,,,,,223.0,,136.0,225.0,-47.69321697950363,-47.69321697950363,51.71838986873627,-4.0251728892326355,,,-4.907013714313507,2.1061148643493652,-49.799331843853,25.221230506896973,-3.538957118988037,15.957393646240234,-6.514592826366425,14.524551391601562,-22.47198647260666,,,,,,,,,,,,,,,,,,,52.60023069381714,-4.907013714313507,-0.691206043181212,0.749541882155598,-0.058335838974386024,1.0,9.126014461789785e-10,0.9984646748364431,4.921157500882442e-07,0.9952762433423831,0.9950120241246067,0.9984646739238416,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0128-undefined_name-1,-88.41209411621094,-60.680877685546875,,,-25.86999750137329,,-8.596668243408203,-11.619505882263184,,,,,,,,,,,,,,,,,-4.921961545944214,-9.546478033065796,,,-70.72245359420776,,-88.86907529830933,-59.556106090545654,-4.937424421310425,-9.140740871429443,False,False,,,False,,False,False,,,,,,,,,,,,,,,,,False,False,,,False,,False,False,False,False,55.0,52.0,,,49.0,,55.0,52.0,,,,,,,,,,,,,,,,,55.0,52.0,,,49.0,,55.0,52.0,55.0,52.0,192.0,,327.0,,,,,,,,,238.0,,165.0,240.0,-80.27240705490112,-80.27240705490112,83.94711375236511,-3.6747066974639893,,,-3.6592438220977783,-0.45698118209838867,-79.81542587280273,47.93660020828247,-1.1247715950012207,29.312969207763672,-3.0228376388549805,27.731216430664062,-32.33580684661865,,,,,,,,,,,,,,,,,,,83.9316508769989,-3.6592438220977783,-1.4594983100891112,1.5263111591339111,-0.06681284904479981,1.0,1.8600862526851176e-13,0.9535952279223814,9.046607072118297e-13,0.990286873816211,0.9852741641553822,0.9535952279221954,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0129-flip_comparison2-0,-215.1171956062317,-211.06130266189575,,,-22.5615177154541,-34.52120399475098,-6.062907695770264,-10.766088962554932,,,,,,,,,,,,,,,,,-7.320973873138428,-11.92886209487915,,,-217.31265258789062,-224.90528869628906,-212.71556091308594,-208.5670623779297,-7.3192973136901855,-11.985665798187256,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,179.0,179.0,,,178.0,181.0,179.0,179.0,,,,,,,,,,,,,,,,,179.0,179.0,,,178.0,181.0,179.0,179.0,179.0,179.0,266.0,,496.0,,,,,,,,,434.0,,237.0,436.0,-206.65265321731567,-206.65265321731567,205.3945870399475,1.258066177368164,,,1.2563896179199219,2.401634693145752,-209.05428791046143,197.80097341537476,-2.4942402839660645,4.14849853515625,-4.703181266784668,4.0558929443359375,-8.851679801940918,,,,,,,,,,,,,,,,,,,205.39626359939575,1.2563896179199219,-1.1544840961861211,1.1474557935192597,0.007028302666861252,1.0,0.015540277795569175,0.9910150051432588,0.017025132059278966,0.9901256192352421,0.9906812882776405,0.9754747273476896,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0131-index_shift-0,-87.65263080596924,-85.72257709503174,,,-23.75999355316162,-34.879305839538574,-5.719582557678223,-8.975542068481445,,,,,,,,,,,,,,,,,-5.565227270126343,-8.220144748687744,,,-97.62928366661072,-107.25764060020447,-87.87670493125916,-85.94770407676697,-6.281874895095825,-9.329694986343384,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,108.0,108.0,,,105.0,110.0,108.0,108.0,,,,,,,,,,,,,,,,,108.0,108.0,,,105.0,110.0,108.0,108.0,108.0,108.0,181.0,,291.0,,,,,,,,,278.0,,152.0,280.0,-82.15712237358093,-82.15712237358093,82.31147766113281,-0.15435528755187988,,,0.5622923374176025,-0.224074125289917,-81.93304824829102,76.97216200828552,0.2251269817352295,1.9290008544921875,-3.2559595108032227,1.9300537109375,-5.18496036529541,,,,,,,,,,,,,,,,,,,81.59483003616333,0.5622923374176025,-0.7607140960516753,0.7621433116771557,-0.0014292156254803693,1.0,0.12686027584277773,0.9628866562428169,0.12674463525315754,0.9343134305560282,0.9546883202780457,0.8360263804000392,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0140-drop_negation-0,-91.33415794372559,-83.31493949890137,,,-22.306066513061523,-31.83839225769043,-4.472365856170654,-8.86422348022461,,,,,,,,,,,,,,,,,-4.968802452087402,-9.246360063552856,,,-86.8430643081665,-112.78259372711182,-90.34511661529541,-82.20693302154541,-4.187959551811218,-8.767870306968689,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,59.0,59.0,,,56.0,62.0,59.0,59.0,,,,,,,,,,,,,,,,,59.0,59.0,,,56.0,62.0,59.0,59.0,59.0,59.0,297.0,,393.0,,,,,,,,,345.0,,268.0,347.0,-85.87275075912476,-85.87275075912476,85.37631416320801,0.49643659591674805,,,-0.28440630435943604,0.9890413284301758,-86.86179208755493,73.3427095413208,-1.108006477355957,8.13818359375,-4.391857624053955,8.019218444824219,-12.530041217803955,,,,,,,,,,,,,,,,,,,86.15715706348419,-0.28440630435943604,-1.4554703518495722,1.4470561722577628,0.008414179591809288,1.0,0.0002892783019970992,0.9877736023844147,0.00032896885813474264,0.9863134095771672,0.9898483023638562,0.9874843240824176,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0145-off_by_one-0,-65.89190149307251,-57.13649225234985,,,-22.30994486808777,-39.715256452560425,-6.6864237785339355,-9.815834760665894,,,,,,,,,,,,,,,,,-5.919373273849487,-7.861347913742065,,,-59.30791234970093,-84.01260900497437,-63.119237422943115,-53.82393407821655,-5.724128723144531,-8.203770399093628,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,81.0,77.0,,,70.0,80.0,81.0,77.0,,,,,,,,,,,,,,,,,81.0,77.0,,,70.0,80.0,81.0,77.0,81.0,77.0,192.0,,281.0,,,,,,,,,262.0,,163.0,264.0,-56.43281364440918,-56.43281364440918,57.19986414909363,-0.7670505046844482,,,-0.9622950553894043,2.7726640701293945,-59.205477714538574,44.00809931755066,-3.312558174133301,9.295303344726562,-3.129410982131958,8.755409240722656,-12.42471432685852,,,,,,,,,,,,,,,,,,,57.395108699798584,-0.9622950553894043,-0.6967014030173972,0.7061711623344893,-0.009469759317091953,1.0,9.146638847451339e-05,0.9580895975041613,0.00015758164787923234,0.8745689180440969,0.922702245055027,0.9579981311156869,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0160-flip_arith-0,-80.13757514953613,-70.87171363830566,,,,,-4.163243770599365,-8.33080506324768,,,,,,,,,,,,,,,,,-2.976306676864624,-6.729331135749817,,,,,-78.32429313659668,-68.6466121673584,-3.218307852745056,-7.352184057235718,False,False,,,,,False,False,,,,,,,,,,,,,,,,,True,False,,,,,False,False,False,False,73.0,73.0,,,,,73.0,73.0,,,,,,,,,,,,,,,,,73.0,73.0,,,,,73.0,73.0,73.0,73.0,205.0,,286.0,,,,,,,,,267.0,,176.0,269.0,-74.16104936599731,-74.16104936599731,75.34798645973206,-1.1869370937347412,,,-0.9449359178543091,1.8132820129394531,-75.97433137893677,60.31580710411072,-2.2251014709472656,9.677680969238281,-4.167561292648315,9.265861511230469,-13.845242261886597,,,,,,,,,,,,,,,,,,,75.10598528385162,-0.9449359178543091,-1.0159047858355796,1.0321641980785212,-0.01625941224294166,1.0,6.266273444833058e-05,0.9847462901564072,9.459025442666635e-05,0.9770904295403271,0.9842319555015745,0.9846836274219589,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0161-drop_negation-0,-19.530561923980713,-18.627609729766846,,,-18.9740891456604,-31.319878101348877,-4.135905504226685,-8.187776565551758,,,,,,,,,,,,,,,,,-4.430220365524292,-8.498207569122314,,,-22.683525323867798,-35.58883500099182,-14.625221490859985,-13.526543855667114,-2.0713492035865784,-6.647386431694031,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,True,False,30.0,31.0,,,30.0,33.0,30.0,31.0,,,,,,,,,,,,,,,,,30.0,31.0,,,30.0,33.0,30.0,31.0,30.0,31.0,337.0,,422.0,,,,,,,,,356.0,,308.0,358.0,-10.4893159866333,-10.4893159866333,10.195001125335693,0.2943148612976074,,,-2.064556300640106,4.9053404331207275,-15.394656419754028,5.3387672901153564,-5.1010658740997314,1.098677635192871,-4.051871061325073,0.9029521942138672,-5.150548696517944,,,,,,,,,,,,,,,,,,,12.553872287273407,-2.064556300640106,-0.34964386622111004,0.3398333708445231,0.009810495376586913,1.0,0.24996797223546988,0.9829070822642906,0.28844419857806347,0.9831760908779718,0.9898093047354757,0.7329391100288207,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0162-flip_comparison-0,-23.320109844207764,-22.711080074310303,,,-18.958229541778564,-24.268028736114502,-3.1985429525375366,-8.852405071258545,,,,,,,,,,,,,,,,,-3.4555633664131165,-8.266806602478027,,,-26.799904823303223,-33.90004062652588,-22.29092311859131,-21.55976390838623,-2.2511061131954193,-7.80952000617981,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,34.0,34.0,,,23.0,36.0,34.0,34.0,,,,,,,,,,,,,,,,,34.0,34.0,,,23.0,36.0,34.0,34.0,34.0,34.0,205.0,,238.0,,,,,,,,,228.0,,176.0,230.0,-19.092380166053772,-19.092380166053772,18.835359752178192,0.25702041387557983,,,-0.9474368393421173,1.029186725616455,-20.121566891670227,12.707358837127686,-1.1513161659240723,0.7311592102050781,-5.653862118721008,0.6090297698974609,-6.385021328926086,,,,,,,,,,,,,,,,,,,20.03981700539589,-0.9474368393421173,-0.5615405931192285,0.5539811691817116,0.007559423937517054,1.0,0.32378112053632363,0.9965081341333869,0.3522805522774491,0.9919279519196524,0.9961599172677753,0.6727270135970633,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0167-flip_comparison-0,-107.30180644989014,-81.61105632781982,,,-57.32608461380005,-25.86806344985962,-8.538376331329346,-20.480024814605713,,,,,,,,,,,,,,,,,-5.19119131565094,-16.509292006492615,,,-118.78060865402222,-78.11080884933472,-106.04557752609253,-79.61708784103394,-6.0331761837005615,-17.451347589492798,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,60.0,58.0,,,59.0,58.0,60.0,58.0,,,,,,,,,,,,,,,,,60.0,58.0,,,59.0,58.0,60.0,58.0,60.0,58.0,181.0,,257.0,,,,,,,,,232.0,,154.0,234.0,-97.50720119476318,-97.50720119476318,100.85438621044159,-3.3471850156784058,,,-2.505200147628784,1.2562289237976074,-98.76343011856079,59.13706302642822,-1.9939684867858887,26.428489685058594,-11.941648483276367,25.690750122070312,-38.37013816833496,,,,,,,,,,,,,,,,,,,100.01240134239197,-2.505200147628784,-1.6251200199127198,1.6809064368406932,-0.05578641692797343,1.0,6.040983116501462e-13,0.9999934568673687,6.960637004903172e-12,0.9999878491671323,0.9999890062364905,0.9999934568667647,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0170-off_by_one-0,-107.45080614089966,-83.58407640457153,,,-38.137661933898926,-47.85212802886963,-20.493462562561035,-23.827284812927246,,,,,,,,,,,,,,,,,-17.19748020172119,-19.34645175933838,,,-91.07501935958862,-109.08519697189331,-103.2047266960144,-77.81254529953003,-16.22092914581299,-18.388906478881836,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,70.0,66.0,,,63.0,69.0,70.0,66.0,,,,,,,,,,,,,,,,,70.0,66.0,,,63.0,69.0,70.0,66.0,70.0,66.0,272.0,,459.0,,,,,,,,,333.0,,245.0,335.0,-82.71126413345337,-82.71126413345337,86.00724649429321,-3.2959823608398438,,,-4.272533416748047,4.246079444885254,-86.95734357833862,53.98526048660278,-5.771531105041504,25.392181396484375,-3.333822250366211,23.866729736328125,-28.726003646850586,,,,,,,,,,,,,,,,,,,86.98379755020142,-4.272533416748047,-1.1815894876207624,1.2286749499184744,-0.04708546229771205,1.0,9.382422396586336e-12,0.9655710411215548,4.313313001012015e-11,0.8955726337145168,0.8973367811315227,0.9655710411121724,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0172-flip_arith-2,-55.774702072143555,-44.52890205383301,,,-21.68140935897827,-26.415832042694092,-3.789647161960602,-7.365233898162842,,,,,,,,,,,,,,,,,-3.925512671470642,-6.7902512550354,,,-55.23603940010071,-64.44593548774719,-54.9355366230011,-42.65277600288391,-3.57193660736084,-7.057430744171143,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,True,False,,,False,False,False,False,False,False,70.0,70.0,,,69.0,72.0,70.0,70.0,,,,,,,,,,,,,,,,,70.0,70.0,,,69.0,72.0,70.0,70.0,70.0,70.0,217.0,,291.0,,,,,,,,,276.0,,188.0,278.0,-51.1458894610405,-51.1458894610405,51.01002395153046,0.13586550951004028,,,-0.21771055459976196,0.839165449142456,-51.98505491018295,35.28754210472107,-1.8761260509490967,12.282760620117188,-3.57558673620224,11.245800018310547,-15.858347356319427,,,,,,,,,,,,,,,,,,,51.36360001564026,-0.21771055459976196,-0.73065556372915,0.7287146278790065,0.0019409358501434326,1.0,4.630856673776029e-06,0.9727635826714055,1.3061872335452306e-05,0.9460755575501865,0.9702722034920588,0.9727589518147317,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0223-flip_bool-1,-179.94366693496704,-172.1340355873108,,,-25.956161975860596,-42.73228120803833,-9.231717586517334,-16.526206493377686,,,,,,,,,,,,,,,,,-12.67646312713623,-20.193636417388916,,,-161.2386634349823,-186.3484046459198,-172.2306830883026,-162.7787787914276,-12.180388927459717,-19.80298662185669,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,201.0,201.0,,,201.0,203.0,201.0,201.0,,,,,,,,,,,,,,,,,201.0,201.0,,,201.0,203.0,201.0,201.0,201.0,201.0,295.0,,519.0,,,,,,,,,485.0,,266.0,487.0,-162.99896550178528,-162.99896550178528,159.55421996116638,3.4447455406188965,,,2.948671340942383,7.712983846664429,-170.7119493484497,146.25257229804993,-9.355256795883179,9.451904296875,-7.294488906860352,7.80963134765625,-16.74639320373535,,,,,,,,,,,,,,,,,,,160.0502941608429,2.948671340942383,-0.8109401268745536,0.7938020893590367,0.0171380375155169,1.0,1.3863546469122484e-05,0.9993211346274664,0.00040564300915402326,0.9994566282282079,0.9995109700602841,0.9993072710809973,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0226-flip_arith-2,-43.2527551651001,-31.371548652648926,,,-26.622354984283447,-41.63596963882446,-10.174614429473877,-11.691938877105713,,,,,,,,,,,,,,,,,-5.106384515762329,-5.645685911178589,,,-45.53396654129028,-64.0605320930481,-45.76818513870239,-33.48344850540161,-4.8698036670684814,-5.500990867614746,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,46.0,46.0,,,45.0,48.0,46.0,46.0,,,,,,,,,,,,,,,,,46.0,46.0,,,45.0,48.0,46.0,46.0,46.0,46.0,193.0,,320.0,,,,,,,,,230.0,,166.0,232.0,-35.593570709228516,-35.593570709228516,40.66180062294006,-5.068229913711548,,,-5.3048107624053955,-2.515429973602295,-33.07814073562622,21.7915096282959,2.1118998527526855,12.284736633300781,-1.517324447631836,11.881206512451172,-13.802061080932617,,,,,,,,,,,,,,,,,,,40.89838147163391,-5.3048107624053955,-0.7737732762875764,0.8839521874552188,-0.11017891116764235,1.0,4.621703968462391e-06,0.8201441055872782,6.919179036931257e-06,0.6316498895451574,0.6527586075556772,0.8201394838833098,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0228-flip_comparison-0,-132.7950930595398,-103.01702451705933,,,-37.857704639434814,-36.81366014480591,-10.612470149993896,-25.71542978286743,,,,,,,,,,,,,,,,,-4.605142116546631,-21.940033674240112,,,-108.02293395996094,-109.45921325683594,-131.91741943359375,-100.96148681640625,-5.485023498535156,-23.273406267166138,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,75.0,74.0,,,74.0,73.0,75.0,74.0,,,,,,,,,,,,,,,,,75.0,74.0,,,74.0,73.0,75.0,74.0,75.0,74.0,212.0,,322.0,,,,,,,,,278.0,,185.0,280.0,-121.30494928359985,-121.30494928359985,127.31227731704712,-6.007328033447266,,,-5.12744665145874,0.8776736259460449,-122.1826229095459,75.24605703353882,-2.055537700653076,30.9559326171875,-15.102959632873535,29.77806854248047,-46.058892250061035,,,,,,,,,,,,,,,,,,,126.4323959350586,-5.12744665145874,-1.6173993237813313,1.6974970308939616,-0.08009770711263021,1.0,3.593755586178784e-14,0.9999997240205527,1.168285940413127e-13,0.999999970382238,0.999999981180698,0.9999997240205167,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0235-flip_comparison2-1,-110.53522396087646,-102.3402853012085,,,-41.65891933441162,-27.586411476135254,-8.547264575958252,-14.54798698425293,,,,,,,,,,,,,,,,,-6.393644332885742,-12.282745838165283,,,-124.32275319099426,-101.46815419197083,-107.81349873542786,-99.81161427497864,-6.2952656745910645,-12.37427568435669,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,71.0,70.0,,,72.0,65.0,71.0,70.0,,,,,,,,,,,,,,,,,71.0,70.0,,,72.0,65.0,71.0,70.0,71.0,70.0,178.0,,246.0,,,,,,,,,242.0,,153.0,244.0,-99.2662341594696,-99.2662341594696,101.41985440254211,-2.1536202430725098,,,-2.2519989013671875,2.7217252254486084,-101.98795938491821,85.26362729072571,-2.5286710262298584,8.001884460449219,-6.000722408294678,8.194938659667969,-14.002606868743896,,,,,,,,,,,,,,,,,,,101.51823306083679,-2.2519989013671875,-1.3981159740770366,1.4284486535569312,-0.030332679479894504,1.0,0.00028110303386256124,0.9975291526687539,0.00027597102799682146,0.9972381848194353,0.9977147910937186,0.9972480496348913,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0239-off_by_one-1,-147.2164101600647,-127.55873346328735,,,-31.287710189819336,-34.971303939819336,-10.950597763061523,-19.24934959411621,,,,,,,,,,,,,,,,,-5.585938215255737,-13.18490719795227,,,-126.62277269363403,-135.28300523757935,-145.94851732254028,-125.5189061164856,-6.430356740951538,-13.993971347808838,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,162.0,159.0,,,160.0,153.0,162.0,159.0,,,,,,,,,,,,,,,,,162.0,159.0,,,160.0,153.0,162.0,159.0,162.0,159.0,227.0,,467.0,,,,,,,,,380.0,,200.0,382.0,-134.99791955947876,-134.99791955947876,140.36257910728455,-5.364659547805786,,,-4.520241022109985,1.267892837524414,-136.26581239700317,106.26955652236938,-2.039827346801758,20.429611206054688,-8.298751831054688,19.657676696777344,-28.728363037109375,,,,,,,,,,,,,,,,,,,139.51816058158875,-4.520241022109985,-0.8333204911078935,0.8664356735017564,-0.03311518239386288,1.0,1.0072666540163934e-09,0.9997512331802814,2.90254847992373e-09,0.9994992831693372,0.9994812733337267,0.9997512321730148,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0247-off_by_one-0,-151.29860639572144,-142.74114179611206,,,-33.855525493621826,-46.57941389083862,-10.513022661209106,-18.070695400238037,,,,,,,,,,,,,,,,,-5.167775511741638,-11.087356209754944,,,-141.85203385353088,-156.87702775001526,-142.71951127052307,-134.58036637306213,-7.253014326095581,-13.609713077545166,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,204.0,201.0,,,193.0,203.0,204.0,201.0,,,,,,,,,,,,,,,,,204.0,201.0,,,193.0,203.0,204.0,201.0,204.0,201.0,184.0,,450.0,,,,,,,,,379.0,,157.0,381.0,-132.20648860931396,-132.20648860931396,137.55173575878143,-5.345247149467468,,,-3.2600083351135254,8.579095125198364,-140.78558373451233,116.5096709728241,-8.160775423049927,8.139144897460938,-7.557672739028931,8.557464599609375,-15.696817636489868,,,,,,,,,,,,,,,,,,,135.4664969444275,-3.2600083351135254,-0.6480710225946763,0.6742732145038306,-0.026202191909154255,1.0,0.00029159892337823765,0.9994781834935952,0.00019206884415433722,0.9973208706927763,0.9982679200911267,0.9991865845702169,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0272-index_shift-0,-60.858120918273926,-56.504326820373535,,,-23.681679725646973,-32.05077838897705,-4.865512013435364,-12.216034889221191,,,,,,,,,,,,,,,,,-4.988024711608887,-10.080941200256348,,,-56.49185919761658,-77.71144080162048,-59.031612157821655,-54.55385184288025,-3.294851064682007,-9.225407600402832,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,31.0,30.0,,,27.0,33.0,31.0,30.0,,,,,,,,,,,,,,,,,31.0,30.0,,,27.0,33.0,31.0,30.0,31.0,30.0,297.0,,367.0,,,,,,,,,317.0,,268.0,319.0,-54.16610014438629,-54.16610014438629,54.04358744621277,0.12251269817352295,,,-1.570660948753357,1.8265087604522705,-55.99260890483856,42.33781695365906,-1.9504749774932861,4.477760314941406,-7.350522875785828,4.353794097900391,-11.828283190727234,,,,,,,,,,,,,,,,,,,55.73676109313965,-1.570660948753357,-1.7472935530447191,1.7433415305229925,0.003952022521726547,1.0,0.009831506180656964,0.9993581490499578,0.012694707913080206,0.993897384330198,0.9973500380961394,0.9895266428693008,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0274-flip_comparison-0,-71.80991077423096,-41.76879596710205,,,-12.130204796791077,,-4.6682552099227905,-15.2751966714859,,,,,,,,,,,,,,,,,-2.445363938808441,-12.39154714345932,,,-32.86275863647461,,-70.84759140014648,-40.20684814453125,-2.9096338748931885,-13.141860842704773,False,False,,,False,,False,False,,,,,,,,,,,,,,,,,True,False,,,False,,False,False,True,False,31.0,29.0,,,20.0,,31.0,29.0,,,,,,,,,,,,,,,,,31.0,29.0,,,20.0,,31.0,29.0,31.0,29.0,192.0,,241.0,,,,,,,,,214.0,,165.0,216.0,-66.1793361902237,-66.1793361902237,68.40222746133804,-2.2228912711143494,,,-1.758621335029602,0.9623193740844727,-67.14165556430817,24.93165147304535,-1.5619478225708008,30.640743255615234,-10.60694146156311,30.041114807128906,-41.247684717178345,,,,,,,,,,,,,,,,,,,67.9379575252533,-1.758621335029602,-2.134817296458829,2.2065234664947755,-0.07170617003594676,1.0,3.1850488435812436e-17,0.9994010802916184,8.980688006366946e-14,0.9999520921466354,0.9999640097668855,0.9994010802916184,0.0,0.0,0.0
smollm2-135m,coderepair,mbpp-0280-flip_arith-3,-64.53875494003296,-56.75878286361694,,,-12.64372181892395,-19.751866579055786,-4.137231230735779,-6.2332844734191895,,,,,,,,,,,,,,,,,-4.335002422332764,-5.218617916107178,,,-63.038841009140015,-62.682456731796265,-63.33710837364197,-55.37325644493103,-2.8432302474975586,-4.380367994308472,False,False,,,False,False,False,False,,,,,,,,,,,,,,,,,False,False,,,False,False,False,False,False,False,61.0,61.0,,,61.0,58.0,61.0,61.0,,,,,,,,,,,,,,,,,61.0,61.0,,,61.0,58.0,61.0,61.0,61.0,61.0,300.0,,394.0,,,,,,,,,350.0,,271.0,352.0,-59.19987714290619,-59.19987714290619,59.002105951309204,0.19777119159698486,,,-1.2940009832382202,1.2016465663909912,-60.40152370929718,49.13997197151184,-1.385526418685913,7.9638519287109375,-2.0960532426834106,7.779972076416016,-10.059905171394348,,,,,,,,,,,,,,,,,,,60.49387812614441,-1.2940009832382202,-0.9704897892279704,0.9672476385460526,0.0032421506819177845,1.0,0.00034729476506860086,0.8903585689412449,0.0004178491762518519,0.707570879596452,0.8230482525370167,0.8900112741761763,0.0,0.0,0.0
